Journal Name,SCIE,Impact Factor,Quartile,Alias,ISSN,EISSN,JIF5Years,Category
Journal of Central Nervous System Disease,SCIE,2.6,,J CENT NERV SYST DIS,1179-5735,1179-5735,3.8,CLINICAL NEUROLOGY|Q2|118/277
Learning Health Systems,SCIE,2.6,,LEARN HEALTH SYST,2379-6146,2379-6146,2.8,HEALTH POLICY & SERVICES|Q2|42/118
SEMINARS IN RADIATION ONCOLOGY,SCIE,2.6,,SEMIN RADIAT ONCOL,1053-4296,1532-9461,4.3,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING|Q2|71/204"
Acta Crystallographica Section D-Structural Biology,SCIE,2.6,,ACTA CRYSTALLOGR D,2059-7983,2059-7983,5.2,CRYSTALLOGRAPHY|Q1|8/33
ALLERGY AND ASTHMA PROCEEDINGS,SCIE,2.6,,ALLERGY ASTHMA PROC,1088-5412,1539-6304,2.7,ALLERGY|Q2|19/39
in silico Plants,SCIE,2.6,,IN SILICO PLANTS,N/A,2517-5025,2.9,PLANT SCIENCES|Q2|87/265
JMIR Human Factors,SCIE,2.6,,JMIR HUM FACTORS,2292-9495,2292-9495,N/A,MEDICAL INFORMATICS|Q3|26/44
JOURNAL OF HUMAN GENETICS,SCIE,2.6,,J HUM GENET,1434-5161,1435-232X,2.6,GENETICS & HEREDITY|Q2|91/191
Journal of Psychiatric and Mental Health Nursing,SCIE,2.6,,J PSYCHIATR MENT HLT,1351-0126,1365-2850,3.1,PSYCHIATRY|Q2|115/276
PHYSICA SCRIPTA,SCIE,2.6,,PHYS SCRIPTA,0031-8949,1402-4896,2.3,"PHYSICS, MULTIDISCIPLINARY|Q2|36/110"
Drug Testing and Analysis,SCIE,2.6,,DRUG TEST ANAL,1942-7603,1942-7611,2.4,PHARMACOLOGY & PHARMACY|Q2|173/354
Journal of Physiological Sciences,SCIE,2.6,,J PHYSIOL SCI,1880-6546,1880-6562,2.7,PHYSIOLOGY|Q2|33/85
JOURNAL OF STRUCTURAL GEOLOGY,SCIE,2.6,,J STRUCT GEOL,0191-8141,1873-1201,2.8,"GEOSCIENCES, MULTIDISCIPLINARY|Q2|98/253"
Proceedings of the VLDB Endowment,SCIE,2.6,,PROC VLDB ENDOW,2150-8097,2150-8097,3.4,"COMPUTER SCIENCE, THEORY & METHODS|Q2|45/143"
PUBLIC ADMINISTRATION AND DEVELOPMENT,SCIE,2.6,,PUBLIC ADMIN DEVELOP,0271-2075,1099-162X,2.5,PUBLIC ADMINISTRATION|Q2|28/91
Ecological Solutions and Evidence,SCIE,2.6,,ECOL SOLUT EVID,N/A,2688-8319,2.7,ECOLOGY|Q2|73/195
Endangered Species Research,SCIE,2.6,,ENDANGER SPECIES RES,1863-5407,1613-4796,2.8,BIODIVERSITY CONSERVATION|Q2|20/74
INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH,SCIE,2.6,,INT ARCH OCC ENV HEA,0340-0131,1432-1246,2.9,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q2|145/403"
JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,SCIE,2.6,,J VIS COMMUN IMAGE R,1047-3203,1095-9076,2.4,"COMPUTER SCIENCE, SOFTWARE ENGINEERING|Q2|49/131"
MOLECULAR AND CELLULAR NEUROSCIENCE,SCIE,2.6,,MOL CELL NEUROSCI,1044-7431,1095-9327,3.3,NEUROSCIENCES|Q3|176/310
EUROPEAN PLANNING STUDIES,SCIE,2.6,,EUR PLAN STUD,0965-4313,1469-5944,3.4,URBAN STUDIES|Q2|21/77
ANAIS BRASILEIROS DE DERMATOLOGIA,SCIE,2.6,,AN BRAS DERMATOL,0365-0596,1806-4841,2.3,DERMATOLOGY|Q2|34/94
BRITISH JOURNAL OF DEVELOPMENTAL PSYCHOLOGY,SCIE,2.6,,BRIT J DEV PSYCHOL,0261-510X,2044-835X,2.4,"PSYCHOLOGY, DEVELOPMENTAL|Q2|33/91"
Conservation Physiology,SCIE,2.6,,CONSERV PHYSIOL,2051-1434,2051-1434,3.0,PHYSIOLOGY|Q2|33/85
European Physical Journal-Special Topics,SCIE,2.6,,EUR PHYS J-SPEC TOP,1951-6355,1951-6401,2.5,"PHYSICS, MULTIDISCIPLINARY|Q2|36/110"
FUNCTIONAL PLANT BIOLOGY,SCIE,2.6,,FUNCT PLANT BIOL,1445-4408,1445-4416,2.9,PLANT SCIENCES|Q2|87/265
Hormone Research in Paediatrics,SCIE,2.6,,HORM RES PAEDIAT,1663-2818,1663-2826,2.9,PEDIATRICS|Q1|41/186
Journal of Systems Science & Complexity,SCIE,2.6,,J SYST SCI COMPLEX,1009-6124,1559-7067,1.9,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS|Q1|31/135"
NEUROTOXICOLOGY AND TERATOLOGY,SCIE,2.6,,NEUROTOXICOL TERATOL,0892-0362,1872-9738,3.1,TOXICOLOGY|Q3|61/106
TOXICON,SCIE,2.6,,TOXICON,0041-0101,1879-3150,2.7,TOXICOLOGY|Q3|61/106
AUSTRALIAN AND NEW ZEALAND JOURNAL OF PUBLIC HEALTH,SCIE,2.6,,AUST NZ J PUBL HEAL,1326-0200,1753-6405,3.2,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q2|145/403"
BIOFOULING,SCIE,2.6,,BIOFOULING,0892-7014,1029-2454,3.7,MARINE & FRESHWATER BIOLOGY|Q1|21/119
COGNITION & EMOTION,SCIE,2.6,,COGNITION EMOTION,0269-9931,1464-0600,2.9,"PSYCHOLOGY, EXPERIMENTAL|Q2|27/99"
Frontiers in Behavioral Neuroscience,SCIE,2.6,,FRONT BEHAV NEUROSCI,1662-5153,N/A,3.2,NEUROSCIENCES|Q3|176/310
JOURNAL OF QUALITY TECHNOLOGY,SCIE,2.6,,J QUAL TECHNOL,0022-4065,2575-6230,3.2,STATISTICS & PROBABILITY|Q1|21/168
OPTICAL FIBER TECHNOLOGY,SCIE,2.6,,OPT FIBER TECHNOL,1068-5200,1095-9912,2.6,TELECOMMUNICATIONS|Q3|61/119
SCANDINAVIAN JOURNAL OF PUBLIC HEALTH,SCIE,2.6,,SCAND J PUBLIC HEALT,1403-4948,1651-1905,2.8,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q2|145/403"
Biochimica et Biophysica Acta-Gene Regulatory Mechanisms,SCIE,2.6,,BBA-GENE REGUL MECH,1874-9399,1876-4320,3.6,BIOPHYSICS|Q3|39/77
Frontiers in Integrative Neuroscience,SCIE,2.6,,FRONT INTEGR NEUROSC,1662-5145,1662-5145,3.1,NEUROSCIENCES|Q3|176/310
International Journal of Integrated Care,SCIE,2.6,,INT J INTEGR CARE,1568-4156,1568-4156,3.1,HEALTH POLICY & SERVICES|Q2|42/118
JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE,SCIE,2.6,,J PLANT NUTR SOIL SC,1436-8730,1522-2624,3.1,SOIL SCIENCE|Q2|22/49
Sport Exercise and Performance Psychology,SCIE,2.6,,SPORT EXERC PERFORM,2157-3905,2157-3913,3.1,"PSYCHOLOGY, APPLIED|Q2|48/113"
Structure and Infrastructure Engineering,SCIE,2.6,,STRUCT INFRASTRUCT E,1573-2479,1744-8980,3.7,"ENGINEERING, MECHANICAL|Q2|63/180"
ACM Transactions on the Web,SCIE,2.6,,ACM T WEB,1559-1131,1559-114X,2.8,"COMPUTER SCIENCE, SOFTWARE ENGINEERING|Q2|49/131"
BMC Pulmonary Medicine,SCIE,2.6,,BMC PULM MED,1471-2466,1471-2466,3.0,RESPIRATORY SYSTEM|Q2|45/100
Cancer Genomics & Proteomics,SCIE,2.6,,CANCER GENOM PROTEOM,1109-6535,1790-6245,3.1,ONCOLOGY|Q3|175/322
Health Equity,SCIE,2.6,,HEALTH EQUITY,N/A,2473-1242,2.9,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q2|145/403"
POSTGRADUATE MEDICINE,SCIE,2.6,,POSTGRAD MED,0032-5481,1941-9260,3.4,"MEDICINE, GENERAL & INTERNAL|Q1|70/325"
COMPUTATIONAL BIOLOGY AND CHEMISTRY,SCIE,2.6,,COMPUT BIOL CHEM,1476-9271,1476-928X,2.6,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS|Q2|80/169"
Management and Organization Review,SCIE,2.6,,MANAGE ORGAN REV,1740-8776,1740-8784,3.2,MANAGEMENT|Q3|203/401
MULTIBODY SYSTEM DYNAMICS,SCIE,2.6,,MULTIBODY SYST DYN,1384-5640,1573-272X,2.8,MECHANICS|Q2|64/170
ANALYTICAL BIOCHEMISTRY,SCIE,2.6,,ANAL BIOCHEM,0003-2697,1096-0309,2.7,"CHEMISTRY, ANALYTICAL|Q2|53/106"
Analytical Cellular Pathology,SCIE,2.6,,ANAL CELL PATHOL,2210-7177,2210-7185,3.1,PATHOLOGY|Q2|35/88
AoB Plants,SCIE,2.6,,AOB PLANTS,2041-2851,2041-2851,3.0,PLANT SCIENCES|Q2|87/265
BSGF-Earth Sciences Bulletin,SCIE,2.6,,BSGF-EARTH SCI B,0037-9409,1777-5817,2.3,"GEOSCIENCES, MULTIDISCIPLINARY|Q2|98/253"
EVOLUTION & DEVELOPMENT,SCIE,2.6,,EVOL DEV,1520-541X,1525-142X,2.5,GENETICS & HEREDITY|Q2|91/191
INTERNATIONAL JOURNAL OF SELECTION AND ASSESSMENT,SCIE,2.6,,INT J SELECT ASSESS,0965-075X,1468-2389,2.8,"PSYCHOLOGY, APPLIED|Q2|48/113"
Italian Journal of Agronomy,SCIE,2.6,,ITAL J AGRON,1125-4718,2039-6805,2.1,AGRONOMY|Q1|25/125
JOURNAL OF CARDIOVASCULAR PHARMACOLOGY,SCIE,2.6,,J CARDIOVASC PHARM,0160-2446,1533-4023,2.5,PHARMACOLOGY & PHARMACY|Q2|173/354
JOURNAL OF OCCUPATIONAL HEALTH,SCIE,2.6,,J OCCUP HEALTH,1341-9145,1348-9585,2.6,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q2|145/403"
JOURNAL OF THE GEOLOGICAL SOCIETY,SCIE,2.6,,J GEOL SOC LONDON,0016-7649,2041-479X,2.8,"GEOSCIENCES, MULTIDISCIPLINARY|Q2|98/253"
Science and Public Policy,SCIE,2.6,,SCI PUBL POLICY,0302-3427,1471-5430,2.7,PUBLIC ADMINISTRATION|Q2|28/91
Therapeutic Advances in Urology,SCIE,2.6,,THER ADV UROL,1756-2872,1756-2880,2.8,UROLOGY & NEPHROLOGY|Q2|40/126
TROPICAL MEDICINE & INTERNATIONAL HEALTH,SCIE,2.6,,TROP MED INT HEALTH,1360-2276,1365-3156,2.8,TROPICAL MEDICINE|Q2|8/28
Alpine Botany,SCIE,2.6,,ALPINE BOT,1664-2201,1664-221X,2.3,PLANT SCIENCES|Q2|87/265
Clinical Gerontologist,SCIE,2.6,,CLIN GERONTOLOGIST,0731-7115,1545-2301,2.7,PSYCHIATRY|Q2|115/276
Journal of Quality Assurance in Hospitality & Tourism,SCIE,2.6,,J QUAL ASSUR HOSP TO,1528-008X,1528-0098,2.9,"HOSPITALITY, LEISURE, SPORT & TOURISM|Q2|52/139"
Movement Disorders Clinical Practice,SCIE,2.6,,MOV DISORD CLIN PRAC,2330-1619,2330-1619,3.5,CLINICAL NEUROLOGY|Q2|118/277
ACTA NEUROPSYCHIATRICA,SCIE,2.6,,ACTA NEUROPSYCHIATR,0924-2708,1601-5215,3.3,PSYCHIATRY|Q2|115/276
COGNITIVE NEUROPSYCHOLOGY,SCIE,2.6,,COGN NEUROPSYCHOL,0264-3294,1464-0627,3.2,"PSYCHOLOGY, EXPERIMENTAL|Q2|27/99"
Electronics,SCIE,2.6,,ELECTRONICS-SWITZ,N/A,2079-9292,2.6,"PHYSICS, APPLIED|Q2|81/179"
Forensic Chemistry,SCIE,2.6,,FORENSIC CHEM,2468-1709,2468-1709,2.6,"CHEMISTRY, ANALYTICAL|Q2|53/106"
Frontiers in Neurorobotics,SCIE,2.6,,FRONT NEUROROBOTICS,1662-5218,1662-5218,3.1,ROBOTICS|Q3|25/46
Hydrology Research,SCIE,2.6,,HYDROL RES,1998-9563,2224-7955,2.6,WATER RESOURCES|Q2|51/127
JOURNAL OF VASCULAR AND INTERVENTIONAL RADIOLOGY,SCIE,2.6,,J VASC INTERV RADIOL,1051-0443,1535-7732,3.2,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING|Q2|71/204"
Leukos,SCIE,2.6,,LEUKOS,1550-2724,1550-2716,3.0,OPTICS|Q2|45/119
Portuguese Economic Journal,SCIE,2.6,,PORT ECON J,1617-982X,1617-9838,1.9,ECONOMICS|Q1|144/597
Amfiteatru Economic,SCIE,2.6,,AMFITEATRU ECON,1582-9146,2247-9104,2.1,MANAGEMENT|Q3|203/401
Journal of Advances in Management Research,SCIE,2.6,,J ADV MANAG RES,0972-7981,2049-3207,3.1,MANAGEMENT|Q3|203/401
MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,SCIE,2.6,,MED BIOL ENG COMPUT,0140-0118,1741-0444,2.7,MEDICAL INFORMATICS|Q3|26/44
PLASMA CHEMISTRY AND PLASMA PROCESSING,SCIE,2.6,,PLASMA CHEM PLASMA P,0272-4324,1572-8986,2.9,"PHYSICS, FLUIDS & PLASMAS|Q2|12/40"
Arrhythmia & Electrophysiology Review,SCIE,2.6,,ARRHYTH ELECTROPHYSI,2050-3369,2050-3377,3.3,CARDIAC & CARDIOVASCULAR SYSTEMS|Q2|84/220
INFECTION GENETICS AND EVOLUTION,SCIE,2.6,,INFECT GENET EVOL,1567-1348,1567-7257,2.6,INFECTIOUS DISEASES|Q3|69/132
International Journal of Metalcasting,SCIE,2.6,,INT J METALCAST,1939-5981,2163-3193,2.6,METALLURGY & METALLURGICAL ENGINEERING|Q2|25/90
JOURNAL OF APPLIED MECHANICS-TRANSACTIONS OF THE ASME,SCIE,2.6,,J APPL MECH-T ASME,0021-8936,1528-9036,2.3,MECHANICS|Q2|64/170
Journal of Arid Environments,SCIE,2.6,,J ARID ENVIRON,0140-1963,1095-922X,2.6,ENVIRONMENTAL SCIENCES|Q3|203/358
Food Analytical Methods,SCIE,2.6,,FOOD ANAL METHOD,1936-9751,1936-976X,2.8,FOOD SCIENCE & TECHNOLOGY|Q2|85/173
JOURNAL OF MEDICAL SCREENING,SCIE,2.6,,J MED SCREEN,0969-1413,1475-5793,2.5,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q2|145/403"
Nutrition & Dietetics,SCIE,2.6,,NUTR DIET,1446-6368,1747-0080,2.6,NUTRITION & DIETETICS|Q3|64/114
STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS,SCIE,2.6,,STRESS,1025-3890,1607-8888,3.4,NEUROSCIENCES|Q3|176/310
ANGIOLOGY,SCIE,2.6,,ANGIOLOGY,0003-3197,1940-1574,2.6,PERIPHERAL VASCULAR DISEASE|Q2|37/96
CHEMBIOCHEM,SCIE,2.6,,CHEMBIOCHEM,1439-4227,1439-7633,2.8,"CHEMISTRY, MEDICINAL|Q3|44/72"
Earthquake Engineering and Engineering Vibration,SCIE,2.6,,EARTHQ ENG ENG VIB,1671-3664,1993-503X,2.6,"ENGINEERING, GEOLOGICAL|Q2|26/63"
Endocrine Connections,SCIE,2.6,,ENDOCR CONNECT,N/A,2049-3614,2.9,ENDOCRINOLOGY & METABOLISM|Q3|109/186
Fatigue-Biomedicine Health and Behavior,SCIE,2.6,,FATIGUE,2164-1846,2164-1862,2.3,"MEDICINE, RESEARCH & EXPERIMENTAL|Q3|99/189"
INTERNATIONAL JOURNAL OF HEAT AND FLUID FLOW,SCIE,2.6,,INT J HEAT FLUID FL,0142-727X,1879-2278,2.7,THERMODYNAMICS|Q2|29/76
Journal of Applied Meteorology and Climatology,SCIE,2.6,,J APPL METEOROL CLIM,1558-8424,1558-8432,3.0,METEOROLOGY & ATMOSPHERIC SCIENCES|Q3|62/110
JOURNAL OF FOOD AND DRUG ANALYSIS,SCIE,2.6,,J FOOD DRUG ANAL,1021-9498,1021-9498,4.9,PHARMACOLOGY & PHARMACY|Q2|173/354
RESOURCE AND ENERGY ECONOMICS,SCIE,2.6,,RESOUR ENERGY ECON,0928-7655,1873-0221,3.0,ENVIRONMENTAL STUDIES|Q2|87/182
YONSEI MEDICAL JOURNAL,SCIE,2.6,,YONSEI MED J,0513-5796,1976-2437,2.4,"MEDICINE, GENERAL & INTERNAL|Q1|70/325"
Annals of Global Health,SCIE,2.6,,ANN GLOB HEALTH,2214-9996,2214-9996,3.4,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q2|145/403"
IEEE Power Electronics Magazine,SCIE,2.6,,IEEE POWER ELECTRON,2329-9207,2329-9215,2.9,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q2|157/352"
Journal of Contingencies and Crisis Management,SCIE,2.6,,J CONTING CRISIS MAN,0966-0879,1468-5973,3.2,MANAGEMENT|Q3|203/401
JOURNAL OF GEOPHYSICAL RESEARCH-SPACE PHYSICS,SCIE,2.6,,J GEOPHYS RES-SPACE,2169-9380,2169-9402,2.9,ASTRONOMY & ASTROPHYSICS|Q2|35/84
Thrombosis Journal,SCIE,2.6,,THROMB J,1477-9560,1477-9560,3.1,PERIPHERAL VASCULAR DISEASE|Q2|37/96
Biomed Research International,SCIE,2.6,,BIOMED RES INT,2314-6133,2314-6141,3.1,"MEDICINE, RESEARCH & EXPERIMENTAL|Q3|99/189"
Frontiers in Water,SCIE,2.6,,FRONT WATER,N/A,2624-9375,2.6,WATER RESOURCES|Q2|51/127
MEDICINAL CHEMISTRY RESEARCH,SCIE,2.6,,MED CHEM RES,1054-2523,1554-8120,2.3,"CHEMISTRY, MEDICINAL|Q3|44/72"
Transplant Infectious Disease,SCIE,2.6,,TRANSPL INFECT DIS,1398-2273,1399-3062,2.1,TRANSPLANTATION|Q2|13/31
Transportation Infrastructure Geotechnology,SCIE,2.6,,TRANSP INFRASTRUCT G,2196-7202,2196-7210,N/A,"ENGINEERING, GEOLOGICAL|Q2|26/63"
Anti-Cancer Agents in Medicinal Chemistry,SCIE,2.6,,ANTI-CANCER AGENT ME,1871-5206,1875-5992,2.5,ONCOLOGY|Q3|175/322
Biomicrofluidics,SCIE,2.6,,BIOMICROFLUIDICS,N/A,1932-1058,2.8,"PHYSICS, FLUIDS & PLASMAS|Q2|12/40"
INTERNATIONAL JOURNAL OF FOOD SCIENCE AND TECHNOLOGY,SCIE,2.6,,INT J FOOD SCI TECH,0950-5423,1365-2621,3.1,FOOD SCIENCE & TECHNOLOGY|Q2|85/173
JOURNAL OF FLUORESCENCE,SCIE,2.6,,J FLUORESC,1053-0509,1573-4994,2.6,"CHEMISTRY, PHYSICAL|Q3|117/178"
JOURNAL OF THERMAL STRESSES,SCIE,2.6,,J THERM STRESSES,0149-5739,1521-074X,2.8,THERMODYNAMICS|Q2|29/76
Tourism & Management Studies,SCIE,2.6,,TOUR MANAG STUD,2182-8458,2182-8466,1.7,"HOSPITALITY, LEISURE, SPORT & TOURISM|Q2|52/139"
3 Biotech,SCIE,2.6,,3 BIOTECH,2190-572X,2190-5738,2.9,BIOTECHNOLOGY & APPLIED MICROBIOLOGY|Q3|95/174
Applied Computing and Geosciences,SCIE,2.6,,APPL COMPUT GEOSCI,2590-1974,2590-1974,2.7,"GEOSCIENCES, MULTIDISCIPLINARY|Q2|98/253"
CARDIOLOGY CLINICS,SCIE,2.6,,CARDIOL CLIN,0733-8651,1558-2264,2.3,CARDIAC & CARDIOVASCULAR SYSTEMS|Q2|84/220
Clinics and Research in Hepatology and Gastroenterology,SCIE,2.6,,CLIN RES HEPATOL GAS,2210-7401,2210-741X,2.6,GASTROENTEROLOGY & HEPATOLOGY|Q2|67/143
EXTREMOPHILES,SCIE,2.6,,EXTREMOPHILES,1431-0651,1433-4909,2.4,MICROBIOLOGY|Q3|92/161
International Journal of Clinical Pharmacy,SCIE,2.6,,INT J CLIN PHARM-NET,2210-7703,2210-7711,2.4,PHARMACOLOGY & PHARMACY|Q2|173/354
INTERNATIONAL JOURNAL OF TECHNOLOGY ASSESSMENT IN HEALTH CARE,SCIE,2.6,,INT J TECHNOL ASSESS,0266-4623,1471-6348,2.6,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q2|145/403"
JOURNAL OF POLYMER RESEARCH,SCIE,2.6,,J POLYM RES,1022-9760,1572-8935,2.7,POLYMER SCIENCE|Q3|48/94
MOLECULAR MICROBIOLOGY,SCIE,2.6,,MOL MICROBIOL,0950-382X,1365-2958,3.2,MICROBIOLOGY|Q3|92/161
RHEUMATIC DISEASE CLINICS OF NORTH AMERICA,SCIE,2.6,,RHEUM DIS CLIN N AM,0889-857X,1558-3163,2.7,RHEUMATOLOGY|Q2|25/57
Upstream Oil and Gas Technology,SCIE,2.6,,UPSTREAM OIL GAS TEC,2666-2604,2666-2604,2.6,"ENGINEERING, PETROLEUM|Q2|6/23"
Cardiovascular Digital Health Journal,SCIE,2.6,,CARDIOVASC DIGIT HLT,2666-6936,2666-6936,N/A,CARDIAC & CARDIOVASCULAR SYSTEMS|Q2|84/220
IEEE ELECTRICAL INSULATION MAGAZINE,SCIE,2.6,,IEEE ELECTR INSUL M,0883-7554,1558-4402,3.1,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q2|157/352"
JOURNAL OF FOOD QUALITY,SCIE,2.6,,J FOOD QUALITY,0146-9428,1745-4557,3.0,FOOD SCIENCE & TECHNOLOGY|Q2|85/173
JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE,SCIE,2.6,,J FOOD SCI TECH MYS,0022-1155,0975-8402,3.7,FOOD SCIENCE & TECHNOLOGY|Q2|85/173
World Electric Vehicle Journal,SCIE,2.6,,WORLD ELECTR VEHIC J,2032-6653,2032-6653,N/A,TRANSPORTATION SCIENCE & TECHNOLOGY|Q2|34/72
ARABIAN JOURNAL FOR SCIENCE AND ENGINEERING,SCIE,2.6,,ARAB J SCI ENG,2193-567X,2191-4281,2.5,MULTIDISCIPLINARY SCIENCES|Q2|40/134
Computers,SCIE,2.6,,COMPUTERS,2073-431X,2073-431X,2.4,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS|Q2|80/169"
International Journal of Genomics,SCIE,2.6,,INT J GENOMICS,2314-436X,2314-4378,2.6,GENETICS & HEREDITY|Q2|91/191
PHOTOCHEMISTRY AND PHOTOBIOLOGY,SCIE,2.6,,PHOTOCHEM PHOTOBIOL,0031-8655,1751-1097,2.9,BIOPHYSICS|Q3|39/77
Clinical Hypertension,SCIE,2.6,,CLIN HYPERTENS,N/A,2056-5909,N/A,PERIPHERAL VASCULAR DISEASE|Q2|37/96
International Journal of Geo-Engineering,SCIE,2.6,,INT J GEO-ENG,2092-9196,2198-2783,3.1,"ENGINEERING, GEOLOGICAL|Q2|26/63"
INTERNATIONAL JOURNAL OF MODERN PHYSICS B,SCIE,2.6,,INT J MOD PHYS B,0217-9792,1793-6578,1.6,"PHYSICS, MATHEMATICAL|Q1|7/60"
JOURNAL OF COMPUTING AND INFORMATION SCIENCE IN ENGINEERING,SCIE,2.6,,J COMPUT INF SCI ENG,1530-9827,1944-7078,2.6,"ENGINEERING, MANUFACTURING|Q2|33/68"
MICROELECTRONIC ENGINEERING,SCIE,2.6,,MICROELECTRON ENG,0167-9317,1873-5568,2.5,"PHYSICS, APPLIED|Q2|81/179"
FINANCIAL REVIEW,SCIE,2.6,,FINANC REV,0732-8516,1540-6288,2.4,"BUSINESS, FINANCE|Q2|75/231"
International Journal of Environmental Research,SCIE,2.6,,INT J ENVIRON RES,1735-6865,2008-2304,2.7,ENVIRONMENTAL SCIENCES|Q3|203/358
Synthetic Biology,SCIE,2.6,,SYN BIOL,N/A,2397-7000,3.0,BIOTECHNOLOGY & APPLIED MICROBIOLOGY|Q3|95/174
ACS Food Science & Technology,SCIE,2.6,,ACS FOOD SCI TECHNOL,N/A,2692-1944,2.6,FOOD SCIENCE & TECHNOLOGY|Q2|85/173
DNA AND CELL BIOLOGY,SCIE,2.6,,DNA CELL BIOL,1044-5498,1557-7430,3.6,GENETICS & HEREDITY|Q2|91/191
International Journal of Material Forming,SCIE,2.6,,INT J MATER FORM,1960-6206,1960-6214,2.3,METALLURGY & METALLURGICAL ENGINEERING|Q2|25/90
Journal of Social Entrepreneurship,SCIE,2.6,,J SOC ENTREP,1942-0676,1942-0684,3.8,BUSINESS|Q3|152/302
MEDICINA CLINICA,SCIE,2.6,,MED CLIN-BARCELONA,0025-7753,1578-8989,2.3,"MEDICINE, GENERAL & INTERNAL|Q1|70/325"
Vascular Health and Risk Management,SCIE,2.6,,VASC HEALTH RISK MAN,1176-6344,1178-2048,3.3,PERIPHERAL VASCULAR DISEASE|Q2|37/96
Waste and Biomass Valorization,SCIE,2.6,,WASTE BIOMASS VALORI,1877-2641,1877-265X,3.1,ENVIRONMENTAL SCIENCES|Q3|203/358
Metals,SCIE,2.6,,METALS-BASEL,N/A,2075-4701,2.7,METALLURGY & METALLURGICAL ENGINEERING|Q2|25/90
MICROBIOLOGY-SGM,SCIE,2.6,,MICROBIOL-SGM,1350-0872,1465-2080,2.8,MICROBIOLOGY|Q3|92/161
Canadian Journal of Gastroenterology and Hepatology,SCIE,2.6,,CAN J GASTROENTEROL,2291-2789,2291-2797,2.7,GASTROENTEROLOGY & HEPATOLOGY|Q2|67/143
Computational Urban Science,SCIE,2.6,,COMPUT URBAN SCI,N/A,2730-6852,2.6,REGIONAL & URBAN PLANNING|Q2|22/54
Frontiers in Astronomy and Space Sciences,SCIE,2.6,,FRONT ASTRON SPACE,2296-987X,2296-987X,2.8,ASTRONOMY & ASTROPHYSICS|Q2|35/84
Journal of Experimental Nanoscience,SCIE,2.6,,J EXP NANOSCI,1745-8080,1745-8099,2.6,"PHYSICS, APPLIED|Q2|81/179"
STARCH-STARKE,SCIE,2.6,,STARCH-STARKE,0038-9056,1521-379X,2.9,FOOD SCIENCE & TECHNOLOGY|Q2|85/173
International Journal of Simulation Modelling,SCIE,2.6,,INT J SIMUL MODEL,1726-4529,1996-8566,2.1,"ENGINEERING, MANUFACTURING|Q2|33/68"
CURRENT PHARMACEUTICAL DESIGN,SCIE,2.6,,CURR PHARM DESIGN,1381-6128,1873-4286,3.0,PHARMACOLOGY & PHARMACY|Q2|173/354
European Annals of Allergy and Clinical Immunology,SCIE,2.6,,EUR ANN ALLERGY CLIN,1764-1489,1764-1489,1.9,ALLERGY|Q2|19/39
Polymer-Plastics Technology and Materials,SCIE,2.6,,POLYM-PLAST TECH MAT,2574-0881,2574-089X,2.7,POLYMER SCIENCE|Q3|48/94
CELLULAR MICROBIOLOGY,SCIE,2.6,,CELL MICROBIOL,1462-5814,1462-5822,3.4,MICROBIOLOGY|Q3|92/161
IET Renewable Power Generation,SCIE,2.6,,IET RENEW POWER GEN,1752-1416,1752-1424,2.8,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY|Q3|66/91
International Journal of Precision Engineering and Manufacturing,SCIE,2.6,,INT J PRECIS ENG MAN,2234-7593,2005-4602,2.1,"ENGINEERING, MECHANICAL|Q2|63/180"
JOURNAL OF ENERGY RESOURCES TECHNOLOGY-TRANSACTIONS OF THE ASME,SCIE,2.6,,J ENERG RESOUR-ASME,0195-0738,1528-8994,2.3,ENERGY & FUELS|Q3|113/170
Magnetochemistry,SCIE,2.6,,MAGNETOCHEMISTRY,N/A,2312-7481,2.7,"MATERIALS SCIENCE, MULTIDISCIPLINARY|Q3|247/438"
